"","yearID","teamID","HR","lgID","HR_tot"
"1850",1997,"HOU",133,"NL",2163
"1851",1997,"KCA",158,"AL",2477
"1852",1997,"LAN",174,"NL",2163
"1853",1997,"MIN",132,"AL",2477
"1854",1997,"ML4",135,"AL",2477
"1855",1997,"MON",172,"NL",2163
"1856",1997,"NYA",161,"AL",2477
"1857",1997,"NYN",153,"NL",2163
"1858",1997,"OAK",197,"AL",2477
"1859",1997,"PHI",116,"NL",2163
"1860",1997,"PIT",129,"NL",2163
"1861",1997,"SDN",152,"NL",2163
"1862",1997,"SEA",264,"AL",2477
"1863",1997,"SFN",172,"NL",2163
"1864",1997,"SLN",144,"NL",2163
"1865",1997,"TEX",187,"AL",2477
"1866",1997,"TOR",147,"AL",2477
"1867",1998,"ANA",147,"AL",2499
"1868",1998,"ARI",159,"NL",2565
"1869",1998,"ATL",215,"NL",2565
"1870",1998,"BAL",214,"AL",2499
"1871",1998,"BOS",205,"AL",2499
"1872",1998,"CHA",198,"AL",2499
"1873",1998,"CHN",212,"NL",2565
"1874",1998,"CIN",138,"NL",2565
"1875",1998,"CLE",198,"AL",2499
"1876",1998,"COL",183,"NL",2565
"1877",1998,"DET",165,"AL",2499
"1878",1998,"FLO",114,"NL",2565
"1879",1998,"HOU",166,"NL",2565
"1880",1998,"KCA",134,"AL",2499
"1881",1998,"LAN",159,"NL",2565
"1882",1998,"MIL",152,"NL",2565
"1883",1998,"MIN",115,"AL",2499
"1884",1998,"MON",147,"NL",2565
"1885",1998,"NYA",207,"AL",2499
"1886",1998,"NYN",136,"NL",2565
"1887",1998,"OAK",149,"AL",2499
"1888",1998,"PHI",126,"NL",2565
"1889",1998,"PIT",107,"NL",2565
"1890",1998,"SDN",167,"NL",2565
"1891",1998,"SEA",234,"AL",2499
"1892",1998,"SFN",161,"NL",2565
"1893",1998,"SLN",223,"NL",2565
"1894",1998,"TBA",111,"AL",2499
"1895",1998,"TEX",201,"AL",2499
"1896",1998,"TOR",221,"AL",2499
"1897",1999,"ANA",158,"AL",2635
"1898",1999,"ARI",216,"NL",2893
"1899",1999,"ATL",197,"NL",2893
"1900",1999,"BAL",203,"AL",2635
"1901",1999,"BOS",176,"AL",2635
"1902",1999,"CHA",162,"AL",2635
"1903",1999,"CHN",189,"NL",2893
"1904",1999,"CIN",209,"NL",2893
"1905",1999,"CLE",209,"AL",2635
"1906",1999,"COL",223,"NL",2893
"1907",1999,"DET",212,"AL",2635
"1908",1999,"FLO",128,"NL",2893
"1909",1999,"HOU",168,"NL",2893
"1910",1999,"KCA",151,"AL",2635
"1911",1999,"LAN",187,"NL",2893
"1912",1999,"MIL",165,"NL",2893
"1913",1999,"MIN",105,"AL",2635
"1914",1999,"MON",163,"NL",2893
"1915",1999,"NYA",193,"AL",2635
"1916",1999,"NYN",181,"NL",2893
"1917",1999,"OAK",235,"AL",2635
"1918",1999,"PHI",161,"NL",2893
"1919",1999,"PIT",171,"NL",2893
"1920",1999,"SDN",153,"NL",2893
"1921",1999,"SEA",244,"AL",2635
"1922",1999,"SFN",188,"NL",2893
"1923",1999,"SLN",194,"NL",2893
"1924",1999,"TBA",145,"AL",2635
"1925",1999,"TEX",230,"AL",2635
"1926",1999,"TOR",212,"AL",2635
"1927",2000,"ANA",236,"AL",2688
"1928",2000,"ARI",179,"NL",3005
"1929",2000,"ATL",179,"NL",3005
"1930",2000,"BAL",184,"AL",2688
"1931",2000,"BOS",167,"AL",2688
"1932",2000,"CHA",216,"AL",2688
"1933",2000,"CHN",183,"NL",3005
"1934",2000,"CIN",200,"NL",3005
"1935",2000,"CLE",221,"AL",2688
"1936",2000,"COL",161,"NL",3005
"1937",2000,"DET",177,"AL",2688
"1938",2000,"FLO",160,"NL",3005
"1939",2000,"HOU",249,"NL",3005
"1940",2000,"KCA",150,"AL",2688
"1941",2000,"LAN",211,"NL",3005
"1942",2000,"MIL",177,"NL",3005
"1943",2000,"MIN",116,"AL",2688
"1944",2000,"MON",178,"NL",3005
"1945",2000,"NYA",205,"AL",2688
"1946",2000,"NYN",198,"NL",3005
"1947",2000,"OAK",239,"AL",2688
"1948",2000,"PHI",144,"NL",3005
"1949",2000,"PIT",168,"NL",3005
"1950",2000,"SDN",157,"NL",3005
"1951",2000,"SEA",198,"AL",2688
"1952",2000,"SFN",226,"NL",3005
"1953",2000,"SLN",235,"NL",3005
"1954",2000,"TBA",162,"AL",2688
"1955",2000,"TEX",173,"AL",2688
"1956",2000,"TOR",244,"AL",2688
"1957",2001,"ANA",158,"AL",2506
"1958",2001,"ARI",208,"NL",2952
"1959",2001,"ATL",174,"NL",2952
"1960",2001,"BAL",136,"AL",2506
"1961",2001,"BOS",198,"AL",2506
"1962",2001,"CHA",214,"AL",2506
"1963",2001,"CHN",194,"NL",2952
"1964",2001,"CIN",176,"NL",2952
"1965",2001,"CLE",212,"AL",2506
"1966",2001,"COL",213,"NL",2952
"1967",2001,"DET",139,"AL",2506
"1968",2001,"FLO",166,"NL",2952
"1969",2001,"HOU",208,"NL",2952
"1970",2001,"KCA",152,"AL",2506
"1971",2001,"LAN",206,"NL",2952
"1972",2001,"MIL",209,"NL",2952
"1973",2001,"MIN",164,"AL",2506
"1974",2001,"MON",131,"NL",2952
"1975",2001,"NYA",203,"AL",2506
"1976",2001,"NYN",147,"NL",2952
"1977",2001,"OAK",199,"AL",2506
"1978",2001,"PHI",164,"NL",2952
"1979",2001,"PIT",161,"NL",2952
"1980",2001,"SDN",161,"NL",2952
"1981",2001,"SEA",169,"AL",2506
"1982",2001,"SFN",235,"NL",2952
"1983",2001,"SLN",199,"NL",2952
"1984",2001,"TBA",121,"AL",2506
"1985",2001,"TEX",246,"AL",2506
"1986",2001,"TOR",195,"AL",2506
"1987",2002,"ANA",152,"AL",2464
"1988",2002,"ARI",165,"NL",2595
"1989",2002,"ATL",164,"NL",2595
"1990",2002,"BAL",165,"AL",2464
"1991",2002,"BOS",177,"AL",2464
"1992",2002,"CHA",217,"AL",2464
"1993",2002,"CHN",200,"NL",2595
"1994",2002,"CIN",169,"NL",2595
"1995",2002,"CLE",192,"AL",2464
"1996",2002,"COL",152,"NL",2595
"1997",2002,"DET",124,"AL",2464
"1998",2002,"FLO",146,"NL",2595
"1999",2002,"HOU",167,"NL",2595
"2000",2002,"KCA",140,"AL",2464
"2001",2002,"LAN",155,"NL",2595
"2002",2002,"MIL",139,"NL",2595
"2003",2002,"MIN",167,"AL",2464
"2004",2002,"MON",162,"NL",2595
"2005",2002,"NYA",223,"AL",2464
"2006",2002,"NYN",160,"NL",2595
"2007",2002,"OAK",205,"AL",2464
"2008",2002,"PHI",165,"NL",2595
"2009",2002,"PIT",142,"NL",2595
"2010",2002,"SDN",136,"NL",2595
"2011",2002,"SEA",152,"AL",2464
"2012",2002,"SFN",198,"NL",2595
"2013",2002,"SLN",175,"NL",2595
"2014",2002,"TBA",133,"AL",2464
"2015",2002,"TEX",230,"AL",2464
"2016",2002,"TOR",187,"AL",2464
"2017",2003,"ANA",150,"AL",2499
"2018",2003,"ARI",152,"NL",2708
"2019",2003,"ATL",235,"NL",2708
"2020",2003,"BAL",152,"AL",2499
"2021",2003,"BOS",238,"AL",2499
"2022",2003,"CHA",220,"AL",2499
"2023",2003,"CHN",172,"NL",2708
"2024",2003,"CIN",182,"NL",2708
"2025",2003,"CLE",158,"AL",2499
"2026",2003,"COL",198,"NL",2708
"2027",2003,"DET",153,"AL",2499
"2028",2003,"FLO",157,"NL",2708
"2029",2003,"HOU",191,"NL",2708
"2030",2003,"KCA",162,"AL",2499
"2031",2003,"LAN",124,"NL",2708
"2032",2003,"MIL",196,"NL",2708
"2033",2003,"MIN",155,"AL",2499
"2034",2003,"MON",144,"NL",2708
"2035",2003,"NYA",230,"AL",2499
"2036",2003,"NYN",124,"NL",2708
"2037",2003,"OAK",176,"AL",2499
"2038",2003,"PHI",166,"NL",2708
"2039",2003,"PIT",163,"NL",2708
"2040",2003,"SDN",128,"NL",2708
"2041",2003,"SEA",139,"AL",2499
"2042",2003,"SFN",180,"NL",2708
"2043",2003,"SLN",196,"NL",2708
"2044",2003,"TBA",137,"AL",2499
"2045",2003,"TEX",239,"AL",2499
"2046",2003,"TOR",190,"AL",2499
"2047",2004,"ANA",162,"AL",2605
"2048",2004,"ARI",135,"NL",2846
"2049",2004,"ATL",178,"NL",2846
"2050",2004,"BAL",169,"AL",2605
"2051",2004,"BOS",222,"AL",2605
"2052",2004,"CHA",242,"AL",2605
"2053",2004,"CHN",235,"NL",2846
"2054",2004,"CIN",194,"NL",2846
"2055",2004,"CLE",184,"AL",2605
"2056",2004,"COL",202,"NL",2846
"2057",2004,"DET",201,"AL",2605
"2058",2004,"FLO",148,"NL",2846
"2059",2004,"HOU",187,"NL",2846
"2060",2004,"KCA",150,"AL",2605
"2061",2004,"LAN",203,"NL",2846
"2062",2004,"MIL",135,"NL",2846
"2063",2004,"MIN",191,"AL",2605
"2064",2004,"MON",151,"NL",2846
"2065",2004,"NYA",242,"AL",2605
"2066",2004,"NYN",185,"NL",2846
"2067",2004,"OAK",189,"AL",2605
"2068",2004,"PHI",215,"NL",2846
"2069",2004,"PIT",142,"NL",2846
"2070",2004,"SDN",139,"NL",2846
"2071",2004,"SEA",136,"AL",2605
"2072",2004,"SFN",183,"NL",2846
"2073",2004,"SLN",214,"NL",2846
"2074",2004,"TBA",145,"AL",2605
"2075",2004,"TEX",227,"AL",2605
"2076",2004,"TOR",145,"AL",2605
"2077",2005,"ARI",191,"NL",2580
"2078",2005,"ATL",184,"NL",2580
"2079",2005,"BAL",189,"AL",2437
"2080",2005,"BOS",199,"AL",2437
"2081",2005,"CHA",200,"AL",2437
"2082",2005,"CHN",194,"NL",2580
"2083",2005,"CIN",222,"NL",2580
"2084",2005,"CLE",207,"AL",2437
"2085",2005,"COL",150,"NL",2580
"2086",2005,"DET",168,"AL",2437
"2087",2005,"FLO",128,"NL",2580
"2088",2005,"HOU",161,"NL",2580
"2089",2005,"KCA",126,"AL",2437
"2090",2005,"LAA",147,"AL",2437
"2091",2005,"LAN",149,"NL",2580
"2092",2005,"MIL",175,"NL",2580
"2093",2005,"MIN",134,"AL",2437
"2094",2005,"NYA",229,"AL",2437
"2095",2005,"NYN",175,"NL",2580
"2096",2005,"OAK",155,"AL",2437
"2097",2005,"PHI",167,"NL",2580
"2098",2005,"PIT",139,"NL",2580
"2099",2005,"SDN",130,"NL",2580
"2100",2005,"SEA",130,"AL",2437
"2101",2005,"SFN",128,"NL",2580
"2102",2005,"SLN",170,"NL",2580
"2103",2005,"TBA",157,"AL",2437
"2104",2005,"TEX",260,"AL",2437
"2105",2005,"TOR",136,"AL",2437
"2106",2005,"WAS",117,"NL",2580
"2107",2006,"ARI",160,"NL",2840
"2108",2006,"ATL",222,"NL",2840
"2109",2006,"BAL",164,"AL",2546
"2110",2006,"BOS",192,"AL",2546
"2111",2006,"CHA",236,"AL",2546
"2112",2006,"CHN",166,"NL",2840
"2113",2006,"CIN",217,"NL",2840
"2114",2006,"CLE",196,"AL",2546
"2115",2006,"COL",157,"NL",2840
"2116",2006,"DET",203,"AL",2546
"2117",2006,"FLO",182,"NL",2840
"2118",2006,"HOU",174,"NL",2840
"2119",2006,"KCA",124,"AL",2546
"2120",2006,"LAA",159,"AL",2546
"2121",2006,"LAN",153,"NL",2840
"2122",2006,"MIL",180,"NL",2840
"2123",2006,"MIN",143,"AL",2546
"2124",2006,"NYA",210,"AL",2546
"2125",2006,"NYN",200,"NL",2840
"2126",2006,"OAK",175,"AL",2546
"2127",2006,"PHI",216,"NL",2840
"2128",2006,"PIT",141,"NL",2840
"2129",2006,"SDN",161,"NL",2840
"2130",2006,"SEA",172,"AL",2546
"2131",2006,"SFN",163,"NL",2840
"2132",2006,"SLN",184,"NL",2840
"2133",2006,"TBA",190,"AL",2546
"2134",2006,"TEX",183,"AL",2546
"2135",2006,"TOR",199,"AL",2546
"2136",2006,"WAS",164,"NL",2840
"2137",2007,"ARI",171,"NL",2705
"2138",2007,"ATL",176,"NL",2705
"2139",2007,"BAL",142,"AL",2252
"2140",2007,"BOS",166,"AL",2252
"2141",2007,"CHA",190,"AL",2252
"2142",2007,"CHN",151,"NL",2705
"2143",2007,"CIN",204,"NL",2705
"2144",2007,"CLE",178,"AL",2252
"2145",2007,"COL",171,"NL",2705
"2146",2007,"DET",177,"AL",2252
"2147",2007,"FLO",201,"NL",2705
"2148",2007,"HOU",167,"NL",2705
"2149",2007,"KCA",102,"AL",2252
"2150",2007,"LAA",123,"AL",2252
"2151",2007,"LAN",129,"NL",2705
"2152",2007,"MIL",231,"NL",2705
"2153",2007,"MIN",118,"AL",2252
"2154",2007,"NYA",201,"AL",2252
"2155",2007,"NYN",177,"NL",2705
"2156",2007,"OAK",171,"AL",2252
"2157",2007,"PHI",213,"NL",2705
"2158",2007,"PIT",148,"NL",2705
"2159",2007,"SDN",171,"NL",2705
"2160",2007,"SEA",153,"AL",2252
"2161",2007,"SFN",131,"NL",2705
"2162",2007,"SLN",141,"NL",2705
"2163",2007,"TBA",187,"AL",2252
"2164",2007,"TEX",179,"AL",2252
"2165",2007,"TOR",165,"AL",2252
"2166",2007,"WAS",123,"NL",2705
"2167",2008,"ARI",159,"NL",2608
"2168",2008,"ATL",130,"NL",2608
"2169",2008,"BAL",172,"AL",2270
"2170",2008,"BOS",173,"AL",2270
"2171",2008,"CHA",235,"AL",2270
"2172",2008,"CHN",184,"NL",2608
"2173",2008,"CIN",187,"NL",2608
"2174",2008,"CLE",171,"AL",2270
"2175",2008,"COL",160,"NL",2608
"2176",2008,"DET",200,"AL",2270
"2177",2008,"FLO",208,"NL",2608
"2178",2008,"HOU",167,"NL",2608
"2179",2008,"KCA",120,"AL",2270
"2180",2008,"LAA",159,"AL",2270
"2181",2008,"LAN",137,"NL",2608
"2182",2008,"MIL",198,"NL",2608
"2183",2008,"MIN",111,"AL",2270
"2184",2008,"NYA",180,"AL",2270
"2185",2008,"NYN",172,"NL",2608
"2186",2008,"OAK",125,"AL",2270
"2187",2008,"PHI",214,"NL",2608
"2188",2008,"PIT",153,"NL",2608
"2189",2008,"SDN",154,"NL",2608
"2190",2008,"SEA",124,"AL",2270
"2191",2008,"SFN",94,"NL",2608
"2192",2008,"SLN",174,"NL",2608
"2193",2008,"TBA",180,"AL",2270
"2194",2008,"TEX",194,"AL",2270
"2195",2008,"TOR",126,"AL",2270
"2196",2008,"WAS",117,"NL",2608
"2197",2009,"ARI",173,"NL",2482
"2198",2009,"ATL",149,"NL",2482
"2199",2009,"BAL",160,"AL",2560
"2200",2009,"BOS",212,"AL",2560
"2201",2009,"CHA",184,"AL",2560
"2202",2009,"CHN",161,"NL",2482
"2203",2009,"CIN",158,"NL",2482
"2204",2009,"CLE",161,"AL",2560
"2205",2009,"COL",190,"NL",2482
"2206",2009,"DET",183,"AL",2560
"2207",2009,"FLO",159,"NL",2482
"2208",2009,"HOU",142,"NL",2482
"2209",2009,"KCA",144,"AL",2560
"2210",2009,"LAA",173,"AL",2560
"2211",2009,"LAN",145,"NL",2482
"2212",2009,"MIL",182,"NL",2482
"2213",2009,"MIN",172,"AL",2560
"2214",2009,"NYA",244,"AL",2560
"2215",2009,"NYN",95,"NL",2482
"2216",2009,"OAK",135,"AL",2560
"2217",2009,"PHI",224,"NL",2482
"2218",2009,"PIT",125,"NL",2482
"2219",2009,"SDN",141,"NL",2482
"2220",2009,"SEA",160,"AL",2560
"2221",2009,"SFN",122,"NL",2482
"2222",2009,"SLN",160,"NL",2482
"2223",2009,"TBA",199,"AL",2560
"2224",2009,"TEX",224,"AL",2560
"2225",2009,"TOR",209,"AL",2560
"2226",2009,"WAS",156,"NL",2482
"2227",2010,"ARI",180,"NL",2404
"2228",2010,"ATL",139,"NL",2404
"2229",2010,"BAL",133,"AL",2209
"2230",2010,"BOS",211,"AL",2209
"2231",2010,"CHA",177,"AL",2209
"2232",2010,"CHN",149,"NL",2404
"2233",2010,"CIN",188,"NL",2404
"2234",2010,"CLE",128,"AL",2209
"2235",2010,"COL",173,"NL",2404
"2236",2010,"DET",152,"AL",2209
"2237",2010,"FLO",152,"NL",2404
"2238",2010,"HOU",108,"NL",2404
"2239",2010,"KCA",121,"AL",2209
"2240",2010,"LAA",155,"AL",2209
"2241",2010,"LAN",120,"NL",2404
"2242",2010,"MIL",182,"NL",2404
"2243",2010,"MIN",142,"AL",2209
"2244",2010,"NYA",201,"AL",2209
"2245",2010,"NYN",128,"NL",2404
"2246",2010,"OAK",109,"AL",2209
"2247",2010,"PHI",166,"NL",2404
"2248",2010,"PIT",126,"NL",2404
"2249",2010,"SDN",132,"NL",2404
"2250",2010,"SEA",101,"AL",2209
"2251",2010,"SFN",162,"NL",2404
"2252",2010,"SLN",150,"NL",2404
"2253",2010,"TBA",160,"AL",2209
"2254",2010,"TEX",162,"AL",2209
"2255",2010,"TOR",257,"AL",2209
"2256",2010,"WAS",149,"NL",2404
"2257",2011,"ARI",172,"NL",2281
"2258",2011,"ATL",173,"NL",2281
"2259",2011,"BAL",191,"AL",2271
"2260",2011,"BOS",203,"AL",2271
"2261",2011,"CHA",154,"AL",2271
"2262",2011,"CHN",148,"NL",2281
"2263",2011,"CIN",183,"NL",2281
"2264",2011,"CLE",154,"AL",2271
"2265",2011,"COL",163,"NL",2281
"2266",2011,"DET",169,"AL",2271
"2267",2011,"FLO",149,"NL",2281
"2268",2011,"HOU",95,"NL",2281
"2269",2011,"KCA",129,"AL",2271
"2270",2011,"LAA",155,"AL",2271
"2271",2011,"LAN",117,"NL",2281
"2272",2011,"MIL",185,"NL",2281
"2273",2011,"MIN",103,"AL",2271
"2274",2011,"NYA",222,"AL",2271
"2275",2011,"NYN",108,"NL",2281
"2276",2011,"OAK",114,"AL",2271
"2277",2011,"PHI",153,"NL",2281
"2278",2011,"PIT",107,"NL",2281
"2279",2011,"SDN",91,"NL",2281
"2280",2011,"SEA",109,"AL",2271
"2281",2011,"SFN",121,"NL",2281
"2282",2011,"SLN",162,"NL",2281
"2283",2011,"TBA",172,"AL",2271
"2284",2011,"TEX",210,"AL",2271
"2285",2011,"TOR",186,"AL",2271
"2286",2011,"WAS",154,"NL",2281
"2287",2012,"ARI",165,"NL",2434
"2288",2012,"ATL",149,"NL",2434
"2289",2012,"BAL",214,"AL",2500
"2290",2012,"BOS",165,"AL",2500
"2291",2012,"CHA",211,"AL",2500
"2292",2012,"CHN",137,"NL",2434
"2293",2012,"CIN",172,"NL",2434
"2294",2012,"CLE",136,"AL",2500
"2295",2012,"COL",166,"NL",2434
"2296",2012,"DET",163,"AL",2500
"2297",2012,"HOU",146,"NL",2434
"2298",2012,"KCA",131,"AL",2500
"2299",2012,"LAA",187,"AL",2500
"2300",2012,"LAN",116,"NL",2434
"2301",2012,"MIA",137,"NL",2434
"2302",2012,"MIL",202,"NL",2434
"2303",2012,"MIN",131,"AL",2500
"2304",2012,"NYA",245,"AL",2500
"2305",2012,"NYN",139,"NL",2434
"2306",2012,"OAK",195,"AL",2500
"2307",2012,"PHI",158,"NL",2434
"2308",2012,"PIT",170,"NL",2434
"2309",2012,"SDN",121,"NL",2434
"2310",2012,"SEA",149,"AL",2500
"2311",2012,"SFN",103,"NL",2434
"2312",2012,"SLN",159,"NL",2434
"2313",2012,"TBA",175,"AL",2500
"2314",2012,"TEX",200,"AL",2500
"2315",2012,"TOR",198,"AL",2500
"2316",2012,"WAS",194,"NL",2434
"2317",2013,"ARI",130,"NL",2157
"2318",2013,"ATL",181,"NL",2157
"2319",2013,"BAL",212,"AL",2504
"2320",2013,"BOS",178,"AL",2504
"2321",2013,"CHA",148,"AL",2504
"2322",2013,"CHN",172,"NL",2157
"2323",2013,"CIN",155,"NL",2157
"2324",2013,"CLE",171,"AL",2504
"2325",2013,"COL",159,"NL",2157
"2326",2013,"DET",176,"AL",2504
"2327",2013,"HOU",148,"AL",2504
"2328",2013,"KCA",112,"AL",2504
"2329",2013,"LAA",164,"AL",2504
"2330",2013,"LAN",138,"NL",2157
"2331",2013,"MIA",95,"NL",2157
"2332",2013,"MIL",157,"NL",2157
"2333",2013,"MIN",151,"AL",2504
"2334",2013,"NYA",144,"AL",2504
"2335",2013,"NYN",130,"NL",2157
"2336",2013,"OAK",186,"AL",2504
"2337",2013,"PHI",140,"NL",2157
"2338",2013,"PIT",161,"NL",2157
"2339",2013,"SDN",146,"NL",2157
"2340",2013,"SEA",188,"AL",2504
"2341",2013,"SFN",107,"NL",2157
"2342",2013,"SLN",125,"NL",2157
"2343",2013,"TBA",165,"AL",2504
"2344",2013,"TEX",176,"AL",2504
"2345",2013,"TOR",185,"AL",2504
"2346",2013,"WAS",161,"NL",2157
"2347",2014,"ARI",118,"NL",2025
"2348",2014,"ATL",123,"NL",2025
"2349",2014,"BAL",211,"AL",2161
"2350",2014,"BOS",123,"AL",2161
"2351",2014,"CHA",155,"AL",2161
"2352",2014,"CHN",157,"NL",2025
"2353",2014,"CIN",131,"NL",2025
"2354",2014,"CLE",142,"AL",2161
"2355",2014,"COL",186,"NL",2025
"2356",2014,"DET",155,"AL",2161
"2357",2014,"HOU",163,"AL",2161
"2358",2014,"KCA",95,"AL",2161
"2359",2014,"LAA",155,"AL",2161
"2360",2014,"LAN",134,"NL",2025
"2361",2014,"MIA",122,"NL",2025
"2362",2014,"MIL",150,"NL",2025
"2363",2014,"MIN",128,"AL",2161
"2364",2014,"NYA",147,"AL",2161
"2365",2014,"NYN",125,"NL",2025
"2366",2014,"OAK",146,"AL",2161
"2367",2014,"PHI",125,"NL",2025
"2368",2014,"PIT",156,"NL",2025
"2369",2014,"SDN",109,"NL",2025
"2370",2014,"SEA",136,"AL",2161
"2371",2014,"SFN",132,"NL",2025
"2372",2014,"SLN",105,"NL",2025
"2373",2014,"TBA",117,"AL",2161
"2374",2014,"TEX",111,"AL",2161
"2375",2014,"TOR",177,"AL",2161
"2376",2014,"WAS",152,"NL",2025
"2377",2015,"ARI",154,"NL",2275
"2378",2015,"ATL",100,"NL",2275
"2379",2015,"BAL",217,"AL",2634
"2380",2015,"BOS",161,"AL",2634
"2381",2015,"CHA",136,"AL",2634
"2382",2015,"CHN",171,"NL",2275
"2383",2015,"CIN",167,"NL",2275
"2384",2015,"CLE",141,"AL",2634
"2385",2015,"COL",186,"NL",2275
"2386",2015,"DET",151,"AL",2634
"2387",2015,"HOU",230,"AL",2634
"2388",2015,"KCA",139,"AL",2634
"2389",2015,"LAA",176,"AL",2634
"2390",2015,"LAN",187,"NL",2275
"2391",2015,"MIA",120,"NL",2275
"2392",2015,"MIL",145,"NL",2275
"2393",2015,"MIN",156,"AL",2634
"2394",2015,"NYA",212,"AL",2634
"2395",2015,"NYN",177,"NL",2275
"2396",2015,"OAK",146,"AL",2634
"2397",2015,"PHI",130,"NL",2275
"2398",2015,"PIT",140,"NL",2275
"2399",2015,"SDN",148,"NL",2275
"2400",2015,"SEA",198,"AL",2634
"2401",2015,"SFN",136,"NL",2275
"2402",2015,"SLN",137,"NL",2275
"2403",2015,"TBA",167,"AL",2634
"2404",2015,"TEX",172,"AL",2634
"2405",2015,"TOR",232,"AL",2634
"2406",2015,"WAS",177,"NL",2275
"2407",2016,"ARI",190,"NL",2657
"2408",2016,"ATL",122,"NL",2657
"2409",2016,"BAL",253,"AL",2953
"2410",2016,"BOS",208,"AL",2953
"2411",2016,"CHA",168,"AL",2953
"2412",2016,"CHN",199,"NL",2657
"2413",2016,"CIN",164,"NL",2657
"2414",2016,"CLE",185,"AL",2953
"2415",2016,"COL",204,"NL",2657
"2416",2016,"DET",211,"AL",2953
"2417",2016,"HOU",198,"AL",2953
"2418",2016,"KCA",147,"AL",2953
"2419",2016,"LAA",156,"AL",2953
"2420",2016,"LAN",189,"NL",2657
"2421",2016,"MIA",128,"NL",2657
"2422",2016,"MIL",194,"NL",2657
"2423",2016,"MIN",200,"AL",2953
"2424",2016,"NYA",183,"AL",2953
"2425",2016,"NYN",218,"NL",2657
"2426",2016,"OAK",169,"AL",2953
"2427",2016,"PHI",161,"NL",2657
"2428",2016,"PIT",153,"NL",2657
"2429",2016,"SDN",177,"NL",2657
"2430",2016,"SEA",223,"AL",2953
"2431",2016,"SFN",130,"NL",2657
"2432",2016,"SLN",225,"NL",2657
"2433",2016,"TBA",216,"AL",2953
"2434",2016,"TEX",215,"AL",2953
"2435",2016,"TOR",221,"AL",2953
"2436",2016,"WAS",203,"NL",2657
